algorithm,scenario,checkpoint_count,checkpoint_episode,bytes,relative_path
MAAC,E1,52,42.0,800442109,checkpoints/checkpoint_episode_42.pt
MAAC,E1,52,43.0,800442109,checkpoints/checkpoint_episode_43.pt
MAAC,E1,52,44.0,800442109,checkpoints/checkpoint_episode_44.pt
MAAC,E1,52,45.0,800442109,checkpoints/checkpoint_episode_45.pt
MAAC,E1,52,46.0,800442109,checkpoints/checkpoint_episode_46.pt
MAAC,E1,52,47.0,800442109,checkpoints/checkpoint_episode_47.pt
MAAC,E1,52,48.0,800442109,checkpoints/checkpoint_episode_48.pt
MAAC,E1,52,49.0,800442109,checkpoints/checkpoint_episode_49.pt
MAAC,E1,52,5.0,800442821,checkpoints/checkpoint_episode_5.pt
MAAC,E1,52,50.0,800442109,checkpoints/checkpoint_episode_50.pt
MAAC,E1,52,6.0,800442821,checkpoints/checkpoint_episode_6.pt
MAAC,E1,52,7.0,800442821,checkpoints/checkpoint_episode_7.pt
MAAC,E1,52,8.0,800442821,checkpoints/checkpoint_episode_8.pt
MAAC,E1,52,9.0,800440527,checkpoints/checkpoint_episode_9.pt
MAAC,E1,52,,800435717,checkpoints/checkpoint_latest.pt
MAAC,E1,52,,800412381,checkpoints/model.pt
MAAC,E2,52,1.0,800442821,checkpoints/checkpoint_episode_1.pt
MAAC,E2,52,10.0,800442109,checkpoints/checkpoint_episode_10.pt
MAAC,E2,52,11.0,800442109,checkpoints/checkpoint_episode_11.pt
MAAC,E2,52,12.0,800442109,checkpoints/checkpoint_episode_12.pt
MAAC,E2,52,13.0,800442109,checkpoints/checkpoint_episode_13.pt
MAAC,E2,52,14.0,800442109,checkpoints/checkpoint_episode_14.pt
MAAC,E2,52,15.0,800442109,checkpoints/checkpoint_episode_15.pt
MAAC,E2,52,16.0,800442109,checkpoints/checkpoint_episode_16.pt
MAAC,E2,52,17.0,800442109,checkpoints/checkpoint_episode_17.pt
MAAC,E2,52,18.0,800442109,checkpoints/checkpoint_episode_18.pt
MAAC,E2,52,19.0,800442109,checkpoints/checkpoint_episode_19.pt
MAAC,E2,52,2.0,800442821,checkpoints/checkpoint_episode_2.pt
MAAC,E2,52,20.0,800442109,checkpoints/checkpoint_episode_20.pt
MAAC,E2,52,21.0,800442109,checkpoints/checkpoint_episode_21.pt
MAAC,E2,52,22.0,800442109,checkpoints/checkpoint_episode_22.pt
MAAC,E2,52,23.0,800442109,checkpoints/checkpoint_episode_23.pt
MAAC,E2,52,24.0,800442109,checkpoints/checkpoint_episode_24.pt
MAAC,E2,52,25.0,800442109,checkpoints/checkpoint_episode_25.pt
MAAC,E2,52,26.0,800442109,checkpoints/checkpoint_episode_26.pt
MAAC,E2,52,27.0,800442109,checkpoints/checkpoint_episode_27.pt
MAAC,E2,52,28.0,800442109,checkpoints/checkpoint_episode_28.pt
MAAC,E2,52,29.0,800442109,checkpoints/checkpoint_episode_29.pt
MAAC,E2,52,3.0,800442821,checkpoints/checkpoint_episode_3.pt
MAAC,E2,52,30.0,800442109,checkpoints/checkpoint_episode_30.pt
MAAC,E2,52,31.0,800442109,checkpoints/checkpoint_episode_31.pt
MAAC,E2,52,32.0,800442109,checkpoints/checkpoint_episode_32.pt
MAAC,E2,52,33.0,800442109,checkpoints/checkpoint_episode_33.pt
MAAC,E2,52,34.0,800442109,checkpoints/checkpoint_episode_34.pt
MAAC,E2,52,35.0,800442109,checkpoints/checkpoint_episode_35.pt
MAAC,E2,52,36.0,800442109,checkpoints/checkpoint_episode_36.pt
MAAC,E2,52,37.0,800442109,checkpoints/checkpoint_episode_37.pt
MAAC,E2,52,38.0,800442109,checkpoints/checkpoint_episode_38.pt
MAAC,E2,52,39.0,800442109,checkpoints/checkpoint_episode_39.pt
MAAC,E2,52,4.0,800442821,checkpoints/checkpoint_episode_4.pt
MAAC,E2,52,40.0,800442109,checkpoints/checkpoint_episode_40.pt
MAAC,E2,52,41.0,800442109,checkpoints/checkpoint_episode_41.pt
MAAC,E2,52,42.0,800442109,checkpoints/checkpoint_episode_42.pt
MAAC,E2,52,43.0,800442109,checkpoints/checkpoint_episode_43.pt
MAAC,E2,52,44.0,800442109,checkpoints/checkpoint_episode_44.pt
MAAC,E2,52,45.0,800442109,checkpoints/checkpoint_episode_45.pt
MAAC,E2,52,46.0,800442109,checkpoints/checkpoint_episode_46.pt
MAAC,E2,52,47.0,800442109,checkpoints/checkpoint_episode_47.pt
MAAC,E2,52,48.0,800442109,checkpoints/checkpoint_episode_48.pt
MAAC,E2,52,49.0,800442109,checkpoints/checkpoint_episode_49.pt
MAAC,E2,52,5.0,800442821,checkpoints/checkpoint_episode_5.pt
MAAC,E2,52,50.0,800442109,checkpoints/checkpoint_episode_50.pt
MAAC,E2,52,6.0,800442821,checkpoints/checkpoint_episode_6.pt
MAAC,E2,52,7.0,800442821,checkpoints/checkpoint_episode_7.pt
MAAC,E2,52,8.0,800442821,checkpoints/checkpoint_episode_8.pt
MAAC,E2,52,9.0,800440527,checkpoints/checkpoint_episode_9.pt
MAAC,E2,52,,800435717,checkpoints/checkpoint_latest.pt
MAAC,E2,52,,800412381,checkpoints/model.pt
MAAC,E3,52,1.0,800442821,checkpoints/checkpoint_episode_1.pt
MAAC,E3,52,10.0,800442109,checkpoints/checkpoint_episode_10.pt
MAAC,E3,52,11.0,800442109,checkpoints/checkpoint_episode_11.pt
MAAC,E3,52,12.0,800442109,checkpoints/checkpoint_episode_12.pt
MAAC,E3,52,13.0,800442109,checkpoints/checkpoint_episode_13.pt
MAAC,E3,52,14.0,800442109,checkpoints/checkpoint_episode_14.pt
MAAC,E3,52,15.0,800442109,checkpoints/checkpoint_episode_15.pt
MAAC,E3,52,16.0,800442109,checkpoints/checkpoint_episode_16.pt
MAAC,E3,52,17.0,800442109,checkpoints/checkpoint_episode_17.pt
MAAC,E3,52,18.0,800442109,checkpoints/checkpoint_episode_18.pt
MAAC,E3,52,19.0,800442109,checkpoints/checkpoint_episode_19.pt
MAAC,E3,52,2.0,800442821,checkpoints/checkpoint_episode_2.pt
MAAC,E3,52,20.0,800442109,checkpoints/checkpoint_episode_20.pt
MAAC,E3,52,21.0,800442109,checkpoints/checkpoint_episode_21.pt
MAAC,E3,52,22.0,800442109,checkpoints/checkpoint_episode_22.pt
MAAC,E3,52,23.0,800442109,checkpoints/checkpoint_episode_23.pt
MAAC,E3,52,24.0,800442109,checkpoints/checkpoint_episode_24.pt
MAAC,E3,52,25.0,800442109,checkpoints/checkpoint_episode_25.pt
MAAC,E3,52,26.0,800442109,checkpoints/checkpoint_episode_26.pt
MAAC,E3,52,27.0,800442109,checkpoints/checkpoint_episode_27.pt
MAAC,E3,52,28.0,800442109,checkpoints/checkpoint_episode_28.pt
MAAC,E3,52,29.0,800442109,checkpoints/checkpoint_episode_29.pt
MAAC,E3,52,3.0,800442821,checkpoints/checkpoint_episode_3.pt
MAAC,E3,52,30.0,800442109,checkpoints/checkpoint_episode_30.pt
MAAC,E3,52,31.0,800442109,checkpoints/checkpoint_episode_31.pt
MAAC,E3,52,32.0,800442109,checkpoints/checkpoint_episode_32.pt
MAAC,E3,52,33.0,800442109,checkpoints/checkpoint_episode_33.pt
MAAC,E3,52,34.0,800442109,checkpoints/checkpoint_episode_34.pt
MAAC,E3,52,35.0,800442109,checkpoints/checkpoint_episode_35.pt
MAAC,E3,52,36.0,800442109,checkpoints/checkpoint_episode_36.pt
MAAC,E3,52,37.0,800442109,checkpoints/checkpoint_episode_37.pt
MAAC,E3,52,38.0,800442109,checkpoints/checkpoint_episode_38.pt
MAAC,E3,52,39.0,800442109,checkpoints/checkpoint_episode_39.pt
MAAC,E3,52,4.0,800442821,checkpoints/checkpoint_episode_4.pt
MAAC,E3,52,40.0,800442109,checkpoints/checkpoint_episode_40.pt
MAAC,E3,52,41.0,800442109,checkpoints/checkpoint_episode_41.pt
MAAC,E3,52,42.0,800442109,checkpoints/checkpoint_episode_42.pt
MAAC,E3,52,43.0,800442109,checkpoints/checkpoint_episode_43.pt
MAAC,E3,52,44.0,800442109,checkpoints/checkpoint_episode_44.pt
MAAC,E3,52,45.0,800442109,checkpoints/checkpoint_episode_45.pt
MAAC,E3,52,46.0,800442109,checkpoints/checkpoint_episode_46.pt
MAAC,E3,52,47.0,800442109,checkpoints/checkpoint_episode_47.pt
MAAC,E3,52,48.0,800442109,checkpoints/checkpoint_episode_48.pt
MAAC,E3,52,49.0,800442109,checkpoints/checkpoint_episode_49.pt
MAAC,E3,52,5.0,800442821,checkpoints/checkpoint_episode_5.pt
MAAC,E3,52,50.0,800442109,checkpoints/checkpoint_episode_50.pt
MAAC,E3,52,6.0,800442821,checkpoints/checkpoint_episode_6.pt
MAAC,E3,52,7.0,800442821,checkpoints/checkpoint_episode_7.pt
MAAC,E3,52,8.0,800442821,checkpoints/checkpoint_episode_8.pt
MAAC,E3,52,9.0,800440527,checkpoints/checkpoint_episode_9.pt
MAAC,E3,52,,800435717,checkpoints/checkpoint_latest.pt
MAAC,E3,52,,800412381,checkpoints/model.pt
MASAC,E1,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E1/0_policy_net_params.pkl
MASAC,E1,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E1/0_qmix_net_params.pkl
MASAC,E1,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E1/0_rnn_net_params.pkl
MASAC,E1,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E1/0_policy_net_params.pkl
MASAC,E1,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E1/0_qmix_net_params.pkl
MASAC,E1,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E1/0_rnn_net_params.pkl
MASAC,E1,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E1/0_policy_net_params.pkl
MASAC,E1,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E1/0_qmix_net_params.pkl
MASAC,E1,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E1/0_rnn_net_params.pkl
MASAC,E1,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E1/0_policy_net_params.pkl
MASAC,E1,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E1/0_qmix_net_params.pkl
MASAC,E1,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E1/0_rnn_net_params.pkl
MASAC,E2,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E2/0_policy_net_params.pkl
MASAC,E2,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E2/0_qmix_net_params.pkl
MASAC,E2,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E2/0_rnn_net_params.pkl
MASAC,E2,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E2/0_policy_net_params.pkl
MASAC,E2,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E2/0_qmix_net_params.pkl
MASAC,E2,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E2/0_rnn_net_params.pkl
MASAC,E2,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E2/0_policy_net_params.pkl
MASAC,E2,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E2/0_qmix_net_params.pkl
MASAC,E2,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E2/0_rnn_net_params.pkl
MASAC,E2,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E2/0_policy_net_params.pkl
MASAC,E2,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E2/0_qmix_net_params.pkl
MASAC,E2,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E2/0_rnn_net_params.pkl
MASAC,E3,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E3/0_policy_net_params.pkl
MASAC,E3,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E3/0_qmix_net_params.pkl
MASAC,E3,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_12_1.0/citylearn_v3_E3/0_rnn_net_params.pkl
MASAC,E3,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E3/0_policy_net_params.pkl
MASAC,E3,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E3/0_qmix_net_params.pkl
MASAC,E3,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_19_1.0/citylearn_v3_E3/0_rnn_net_params.pkl
MASAC,E3,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E3/0_policy_net_params.pkl
MASAC,E3,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E3/0_qmix_net_params.pkl
MASAC,E3,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_27_1.0/citylearn_v3_E3/0_rnn_net_params.pkl
MASAC,E3,12,,249333,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E3/0_policy_net_params.pkl
MASAC,E3,12,,139969,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E3/0_qmix_net_params.pkl
MASAC,E3,12,,249291,checkpoints/models/linear_mix/qmix_sac/clamp2-5_rewardscale10_2_32_32_1_1_2_0.0005_50_1.0/citylearn_v3_E3/0_rnn_net_params.pkl
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_0/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_0/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_1/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_1/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_10/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_10/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_11/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_11/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_12/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_12/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_13/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_13/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_14/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_14/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_15/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_15/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_16/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_16/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_2/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_2/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_3/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_3/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_4/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_4/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_5/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_5/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_6/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_6/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_7/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_7/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_8/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_8/critic.pt
MATD3,E1,34,,968007,checkpoints/offpolicy_run/models/policy_9/actor.pt
MATD3,E1,34,,7839701,checkpoints/offpolicy_run/models/policy_9/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_0/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_0/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_1/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_1/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_10/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_10/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_11/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_11/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_12/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_12/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_13/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_13/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_14/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_14/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_15/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_15/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_16/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_16/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_2/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_2/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_3/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_3/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_4/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_4/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_5/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_5/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_6/actor.pt
MATD3,E2,34,,7839701,checkpoints/offpolicy_run/models/policy_6/critic.pt
MATD3,E2,34,,968007,checkpoints/offpolicy_run/models/policy_7/actor.pt
